"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSMUSG00000020122.17",39887.0955933975,7.02296036220099,0.291321947749666,24.1072133989569,2.93345912699437e-95,4.0651876581888e-91,"Egfr"
"ENSMUSG00000014932.16",850.41267423654,6.72893301244267,0.279732461081328,24.0548879684233,1.62183814279614e-93,1.12377164914344e-89,"Yes1"
"ENSMUSG00000030847.9",1541.94664658536,4.04072992930343,0.151486098130237,26.6739323223541,6.39760441094156e-90,2.95526673089427e-86,"Bag3"
"ENSMUSG00000004044.10",2344.1109531463,5.16840754712252,0.226696923034503,22.7987547335871,8.25970667319068e-76,2.86157537692691e-72,"Cavin1"
"ENSMUSG00000056758.15",1064.99415144366,6.26844189291715,0.292580745765074,21.4246562142211,8.61587708913825e-73,2.38797649402556e-69,"Hmga2"
"ENSMUSG00000001761.8",3052.87956762152,4.4597739983047,0.192684780472481,23.1454398596969,2.1686993414658e-72,5.00897257900551e-69,"Smo"
"ENSMUSG00000091387.3",400.449486587884,8.2248684429051,0.408603892363899,20.1291974859116,2.89383484985231e-70,5.72896619275048e-67,"Gcnt4"
"ENSMUSG00000035413.9",835.443219324387,5.2655511174492,0.250913830682124,20.985495710358,4.10153342780191e-65,7.10488128030987e-62,"Tmem98"
"ENSMUSG00000059901.13",492.932344493575,5.89264645358987,0.296438632165917,19.8781326527365,1.69558406784934e-61,2.61082266802846e-58,"Adamts14"
"ENSMUSG00000020019.5",1145.02706404045,6.86286320410368,0.365056725109718,18.799443297589,2.42715472779238e-58,3.36355102177469e-55,"Ntn4"
"ENSMUSG00000006589.9",427.959243504096,5.27470226757077,0.268409842516675,19.651672301261,2.09047728858645e-57,2.63362129683919e-54,"Aprt"
"ENSMUSG00000029070.10",7646.29396432587,5.65179184984548,0.295641606093156,19.1170381075003,4.3829035123434e-56,5.06152307283791e-53,"Mxra8"
"ENSMUSG00000019960.9",13789.5036000092,3.79575419507623,0.181544749009037,20.9080913427426,8.20785965269282e-54,8.74957838977054e-51,"Dusp6"
"ENSMUSG00000090523.3",233.204790889375,4.64081405056792,0.23699392500334,19.5819958275408,1.46093848900303e-53,1.44612039861457e-50,"Gypc"
"ENSMUSG00000048285.10",628.507298296643,4.97556828455038,0.259286582946352,19.1894552661055,2.31113550635373e-53,2.13518105647e-50,"Frmd6"
"ENSMUSG00000079584.3",382.806611038404,9.47127344851413,0.587566603049114,16.1194890917285,2.00656233250288e-47,1.73793380023905e-44,"Tm9sf5"
"ENSMUSG00000028885.9",400.953988588932,3.99030262165203,0.209144868591836,19.0791323187539,1.12987204514077e-46,9.21045105974168e-44,"Smpdl3b"
"ENSMUSG00000032402.13",979.371754169169,5.36273527503506,0.3071240816553,17.4611357277216,4.25766680011918e-46,3.27793036200287e-43,"Smad3"
"ENSMUSG00000031465.7",1308.76348689919,6.80572916384871,0.415585633541128,16.3762378065343,1.18821910469609e-44,8.66649492256759e-42,"Angpt2"
"ENSMUSG00000034485.11",1292.29521889187,4.45838010311757,0.249090890557684,17.89860758511,3.95941533154891e-44,2.74347888323024e-41,"Uaca"
"ENSMUSG00000024172.11",1465.79567755906,-11.2791268305416,0.755818613190165,-14.9230604191322,2.00239573792877e-42,1.32139048267699e-39,"St6gal2"
"ENSMUSG00000017009.4",8066.37275989197,4.27998272631987,0.24252484132806,17.6476055107708,5.61916168746608e-42,3.53956103022295e-39,"Sdc4"
"ENSMUSG00000048834.17",484.279137423518,-10.380958715045,0.70682181549634,-14.6868114246804,1.68177236188771e-40,1.01330440830608e-37,"Vstm2a"
"ENSMUSG00000052056.15",1000.59886252669,4.52572721909386,0.267217827687926,16.9364718598764,4.73735881177023e-40,2.73542993389633e-37,"Zfp217"
"ENSMUSG00000033377.15",410.84331524585,4.71843486001769,0.28267758222325,16.6919315741537,8.03483550442976e-40,4.45387001681551e-37,"Palmd"
"ENSMUSG00000000555.9",3524.87831498324,5.0517117168632,0.30954613580001,16.3197376178102,1.89788819261976e-39,1.01157440666633e-36,"Itga5"
"ENSMUSG00000056313.6",2270.36998539995,5.75180542883616,0.363864200689246,15.8075606721982,2.81276996451585e-39,1.4436802284541e-36,"Tcim"
"ENSMUSG00000023959.11",5157.80111654688,5.01458384384903,0.309016466434275,16.2275619215767,6.83707800294498e-39,3.38386524874327e-36,"Clic5"
"ENSMUSG00000020282.19",997.003027818968,3.6172789119131,0.205894214575806,17.5686282364252,2.5436475421438e-37,1.21551267720789e-34,"Rhbdf1"
"ENSMUSG00000062312.6",510.084535567002,4.8505065823058,0.303368872951922,15.9888077346502,3.2541337960856e-37,1.50319287153848e-34,"Erbb2"
"ENSMUSG00000046186.9",3147.07830719052,4.30251855892411,0.262443119107176,16.3940993140196,1.29708586065081e-36,5.79839221190289e-34,"Cd109"
"ENSMUSG00000023905.16",690.620015468935,3.74412218277677,0.218398797692375,17.1435109640601,1.64997365291007e-36,6.92888935819025e-34,"Tnfrsf12a"
"ENSMUSG00000029231.16",14377.4202779829,-5.59659629758724,0.365812846357532,-15.2990698749746,1.63542624576598e-36,6.92888935819025e-34,"Pdgfra"
"ENSMUSG00000060591.10",3434.83133097625,3.68339219796849,0.217717000213867,16.9182571611323,3.31646808836418e-35,1.35175337554561e-32,"Ifitm2"
"ENSMUSG00000051379.13",332.63100684268,-7.7262507212685,0.551886552698399,-13.9997082434636,1.80647663382193e-34,7.15261519757267e-32,"Flrt3"
"ENSMUSG00000070436.13",13516.4003035151,6.78246959847292,0.474604934809197,14.2907692293584,1.89704657994615e-34,7.30257541802604e-32,"Serpinh1"
"ENSMUSG00000000184.13",14831.8546286956,4.67394167101244,0.301933099669834,15.4800572581258,2.29926542668624e-34,8.61168115757241e-32,"Ccnd2"
"ENSMUSG00000040852.7",642.142527788975,3.48399546595642,0.204190987462844,17.0624350724117,2.38549449980362e-34,8.69952178375752e-32,"Plekhh2"
"ENSMUSG00000000732.10",272.774844924554,4.87794744103691,0.31911178343239,15.2860147894551,2.78813878753717e-34,9.90718649171542e-32,"Icosl"
"ENSMUSG00000051251.4",112.442489647833,-7.58208794792322,0.542159428840548,-13.9849784852735,3.22145360469611e-34,1.11607260134697e-31,"Nhlh1"
"ENSMUSG00000029378.6",554.504047558669,6.00169892699716,0.412815775344754,14.5384437452396,4.34193694057991e-34,1.46757468591601e-31,"Areg"
"ENSMUSG00000027800.15",1367.91568484373,4.11947258656423,0.257616217027216,15.9907347219877,4.73253560778099e-34,1.56151139172926e-31,"Tm4sf1"
"ENSMUSG00000009614.17",2111.67347291303,3.10011026131608,0.174666077649813,17.7487827231769,1.33582645042214e-33,4.30508905812792e-31,"Sardh"
"ENSMUSG00000053110.14",3057.44969232881,3.37315602456054,0.198304703507336,17.0099647910558,2.63835528942824e-33,8.30961990929467e-31,"Yap1"
"ENSMUSG00000033065.15",3943.19177489898,2.72385194208434,0.14442268482606,18.8602777005904,3.8342240683667e-33,1.18077060309835e-30,"Pfkm"
"ENSMUSG00000021070.7",1106.15414499308,5.82269009194025,0.405123714371242,14.3726222025219,5.6241438247201e-33,1.69433445919503e-30,"Bdkrb2"
"ENSMUSG00000037347.8",2857.03130186684,4.1731959288809,0.268961902783391,15.5159369624247,1.99995792230814e-32,5.89689721007367e-30,"Chst7"
"ENSMUSG00000027803.15",6128.88638655653,3.32814327522145,0.198683122390932,16.7510115362136,5.16166684307922e-32,1.49021623148733e-29,"Wwtr1"
"ENSMUSG00000023805.18",1233.68418395551,3.38218441770515,0.203397978183819,16.6284072629696,5.53600619141181e-32,1.56567293470581e-29,"Synj2"
"ENSMUSG00000061911.16",764.649429925491,-8.83903922523873,0.670761411537869,-13.177620347857,7.44656252316282e-32,2.06388926891981e-29,"Myt1l"
"ENSMUSG00000037868.16",539.127505183915,4.40517604494899,0.29196312114356,15.088124923774,9.84485000404509e-32,2.67509669325602e-29,"Egr2"
"ENSMUSG00000036466.18",400.814046528176,-5.38331878441215,0.37637767311179,-14.3029705771448,1.20150646566621e-31,3.20201473100044e-29,"Megf11"
"ENSMUSG00000040710.11",311.367622827015,-7.12691042226294,0.528614021298231,-13.4822576305484,2.30169563053794e-31,6.01828265056505e-29,"St8sia4"
"ENSMUSG00000053024.15",371.724148734736,-6.96170358317442,0.515204411830995,-13.5125077023954,2.87243007487581e-31,7.37150666252388e-29,"Cntn2"
"ENSMUSG00000063605.6",247.230471603564,4.68623244760509,0.318741478804444,14.702298756919,3.1010101867689e-31,7.81341803058971e-29,"Ccdc102a"
"ENSMUSG00000046768.14",2418.03666479768,3.15634830679604,0.188460481882002,16.7480645028398,1.29066134756886e-30,3.19392588475166e-28,"Rhoj"
"ENSMUSG00000001473.8",4767.53267686992,3.30737162210415,0.202354768145286,16.3444214950721,2.02894506542225e-30,4.93282819589852e-28,"Tubb6"
"ENSMUSG00000055639.17",215.922945587793,-8.09678707897583,0.624971994262957,-12.955439848988,3.48727406652309e-30,8.33218000239259e-28,"Dach1"
"ENSMUSG00000074657.6",3715.31255174985,-6.67064723488504,0.50271683340237,-13.2691940903159,8.2370467552642e-30,1.93472871075341e-27,"Kif5a"
"ENSMUSG00000027259.16",465.566892072147,-2.95484439823858,0.174441294120317,-16.9389043640123,1.89832807181161e-29,4.38450506986088e-27,"Adal"
"ENSMUSG00000005338.15",1209.93834065521,-8.34950166128133,0.656865443385697,-12.711129418295,2.31462940128197e-29,5.25838266278123e-27,"Cadm3"
"ENSMUSG00000037138.19",444.665187233949,-5.95822146744944,0.445828427241932,-13.364382133076,4.9373732012398e-29,1.10358254552873e-26,"Aff3"
"ENSMUSG00000025255.19",190.856058912194,-8.77986333822613,0.701810430062097,-12.5103061484129,7.3827961450678e-29,1.62398077743412e-26,"Zfhx4"
"ENSMUSG00000024538.9",4811.41265426559,2.69538859052584,0.153398932169364,17.5711039992764,1.07008863916364e-28,2.31707630648902e-26,"Ppic"
"ENSMUSG00000052560.16",1692.01571531623,3.4049490206329,0.218147245633802,15.6084896269957,1.45679345936443e-28,3.10588365536497e-26,"Cpne8"
"ENSMUSG00000064125.15",288.842358189391,-5.85142831558404,0.443827560275108,-13.1840129800795,4.10218611915825e-28,8.61334776352955e-26,"Prr36"
"ENSMUSG00000043556.11",128.108740891848,-5.72569943784509,0.436381415896797,-13.1208599387266,1.25048026348071e-27,2.58644111810682e-25,"Fbxl7"
"ENSMUSG00000038526.15",298.772386493729,6.13554163962564,0.474681795571941,12.9255886719502,1.40037789783868e-27,2.85388778062477e-25,"Car14"
"ENSMUSG00000026185.9",32494.0706438482,-4.87246421903682,0.359878628954917,-13.5391874565778,2.64490171720143e-27,5.31203594159094e-25,"Igfbp5"
"ENSMUSG00000021951.8",192.180476470532,6.14796297674053,0.481892962551023,12.7579430589622,6.1264068848982e-27,1.21285352301313e-24,"Eef1akmt1"
"ENSMUSG00000025909.17",134.622978307209,-8.27846510922515,0.683778173726151,-12.1069455377799,9.25042663422041e-27,1.80552693376093e-24,"Sntg1"
"ENSMUSG00000036872.17",110.587014571589,5.95545353811559,0.466778213364316,12.7586364736081,1.25154462837449e-26,2.40887575833523e-24,"Abcc12"
"ENSMUSG00000072941.6",813.202921673606,4.4263787049941,0.324057602512363,13.6592342555063,1.98016252406705e-26,3.75905373404399e-24,"Sod3"
"ENSMUSG00000020701.13",252.232379640752,-9.96640320447495,0.848986498493045,-11.7391775041951,2.25184438659761e-26,4.21703506884726e-24,"Tmem132e"
"ENSMUSG00000044626.14",100.640195334036,6.17473602824776,0.491376149492097,12.5662102945578,3.10490985729597e-26,5.73704544032101e-24,"Liph"
"ENSMUSG00000103800.2",321.393563003166,-7.12260611607789,0.581870315939072,-12.2408824113717,3.40991112105544e-26,6.21770372573504e-24,"Pcdha8"
"ENSMUSG00000029641.10",645.725916588079,4.08085326715613,0.292856755363908,13.9346393498255,3.4936538038774e-26,6.28766940443285e-24,"Rasl11a"
"ENSMUSG00000032554.16",29976.6739209535,4.63514070919277,0.347741679655197,13.3292641646775,7.05584074450371e-26,1.25358770560683e-23,"Trf"
"ENSMUSG00000027500.11",523.81253678916,-8.71757348238092,0.738609114564934,-11.8026887435797,7.42011842888916e-26,1.30162026819678e-23,"Stmn2"
"ENSMUSG00000023236.8",416.393587453101,-6.85136934159191,0.560336710440532,-12.2272362562243,7.9209916672992e-26,1.3721137815679e-23,"Scg5"
"ENSMUSG00000038543.14",183.641124767683,3.80451441415863,0.269159468674747,14.1347968655564,1.00977279287479e-25,1.72758411897023e-23,"BC028528"
"ENSMUSG00000020682.18",352.84921169912,5.26625738589287,0.410210653474778,12.8379342205862,1.23755590201444e-25,2.09146947440441e-23,"Mmp28"
"ENSMUSG00000027435.9",3488.51866108348,6.57051132544697,0.535878930402533,12.2611861610447,1.30516070417426e-25,2.17914663113818e-23,"Cd93"
"ENSMUSG00000021294.8",271.426013223473,-7.63387727802725,0.640150555310878,-11.9251279479403,1.82669085726831e-25,3.01360498809812e-23,"Kif26a"
"ENSMUSG00000071847.15",535.7605243842,-3.63215348859382,0.254291711302397,-14.2834128174731,2.07238974029793e-25,3.37872670835866e-23,"Apcdd1"
"ENSMUSG00000042401.9",252.085351238323,-10.252005367308,0.894145457264413,-11.4657020108042,2.15191642961407e-25,3.46758812576648e-23,"Crtac1"
"ENSMUSG00000038112.16",396.643898420284,-10.1460521692055,0.884441124002528,-11.4717100933634,2.29731433526729e-25,3.6593312710499e-23,"AW551984"
"ENSMUSG00000024427.8",10695.855801967,2.98599856617865,0.192381478883384,15.5212371976238,2.76644574481918e-25,4.35652331042093e-23,"Spry4"
"ENSMUSG00000022114.6",8751.87568006893,2.69126495070122,0.164547817242269,16.3555189962732,4.41545356605408e-25,6.87520848521095e-23,"Spry2"
"ENSMUSG00000062991.10",106.193085014511,-6.97324346448211,0.582114828794657,-11.9791544890226,5.26505786191992e-25,8.10701909449848e-23,"Nrg1"
"ENSMUSG00000066392.13",621.743567095972,-7.39711303486684,0.626181158970043,-11.8130559006818,8.40041152488867e-25,1.27926266936162e-22,"Nrxn3"
"ENSMUSG00000039579.16",2201.22664542226,-4.60997160596397,0.353656881736285,-13.0351531216676,9.17155898358088e-25,1.38151591733113e-22,"Grin3a"
"ENSMUSG00000031530.7",3017.41358577411,4.21692931558241,0.315247314357003,13.3765749097134,9.46836205980895e-25,1.41088775725626e-22,"Dusp4"
"ENSMUSG00000025582.5",9576.7485433034,3.55485513560877,0.250732705330487,14.1778677453473,1.10384212049906e-24,1.62734511764637e-22,"Nptx1"
"ENSMUSG00000064080.13",449.65563291003,6.63926226538185,0.55450857707062,11.9732363752713,1.35179305058483e-24,1.97191032578996e-22,"Fbln2"
"ENSMUSG00000029755.11",95.674273621566,-6.08600118057943,0.500482483073655,-12.1602681140866,1.46207119831299e-24,2.11056069439807e-22,"Dlx5"
"ENSMUSG00000029163.10",1297.06634380949,3.23873069673572,0.221689713605433,14.6092962278803,2.80505062001885e-24,4.00746304043518e-22,"Emilin1"
